Wrk Loc Cd = tz_gmt,Icu Timezone
QC6 = -6:00,America/Chicago
QC7 = -6:00,America/Chicago
QC8 = -6:00,America/Chicago
QC9 = -6:00,America/Chicago
QCH = -6:00,America/Chicago
QCT = -5:00,America/New_York
QD0 = -5:00,America/New_York
QD1 = -6:00,America/Chicago
QD2 = -5:00,America/New_York
QD3 = -5:00,America/New_York
QD4 = -5:00,America/New_York
QD5 = -8:00,America/Los_Angeles
QD6 = -6:00,America/Chicago
QD7 = -5:00,America/New_York
QD8 = -5:00,America/New_York
QD9 = -5:00,America/New_York
QE0 = -5:00,America/New_York
QE1 = -5:00,America/New_York
QE2 = -6:00,America/Chicago
QE3 = -5:00,America/New_York
QE4 = -6:00,America/Chicago
QE5 = -6:00,America/Chicago
QE6 = -7:00,America/Denver
QE7 = -5:00,America/New_York
QE8 = -6:00,America/Chicago
QE9 = -5:00,America/New_York
QF0 = -5:00,America/New_York
QF1 = -5:00,America/New_York
QF2 = -5:00,America/New_York
QF3 = -6:00,America/Chicago
QF4 = -5:00,America/New_York
QF5 = -8:00,America/Los_Angeles
QF6 = -5:00,America/New_York
QF7 = -5:00,America/New_York
QF8 = -5:00,America/New_York
QF9 = -8:00,America/Los_Angeles
QG0 = -5:00,America/New_York
QG1 = -5:00,America/New_York
QG2 = -5:00,America/New_York
QG3 = -6:00,America/Chicago
QG4 = -8:00,America/Los_Angeles
QG5 = -5:00,America/New_York
QG6 = -5:00,America/New_York
QG7 = -5:00,America/New_York
QG8 = +12:00,Pacific/Auckland
QG9 = -8:00,America/Los_Angeles
QH0 = +1:00,Europe/Stockholm
QH1 = +1:00,Europe/Stockholm
QH2 = +1:00,Europe/Stockholm
QH3 = +1:00,Europe/Stockholm
QH4 = +1:00,Europe/Vienna
QH5 = +1:00,Europe/Vienna
QH6 = +1:00,Europe/Vienna
QH7 = +1:00,Europe/Vienna
QH8 = -8:00,America/Los_Angeles
QH9 = +1:00,Europe/Berlin
QI0 = +1:00,Europe/Berlin
QI1 = +1:00,Europe/Berlin
QI2 = -5:00,America/New_York
QI3 = -6:00,America/Chicago
QI4 = -6:00,America/Chicago
QI5 = -6:00,America/Chicago
QI6 = -6:00,America/Chicago
QI7 = -6:00,America/Chicago
QI8 = -6:00,America/Chicago
QI9 = -6:00,America/Chicago
QIC = -3:00,America/Cayenne
QJ0 = -6:00,America/Chicago
QJ1 = -6:00,America/Chicago
QJ2 = -5:00,America/New_York
QJ3 = -5:00,America/New_York
QJ4 = -5:00,America/New_York
QJ5 = -6:00,America/Chicago
QJ6 = -6:00,America/Chicago
QJ7 = -5:00,America/New_York
QJ8 = -5:00,America/New_York
QJ9 = -5:00,America/New_York
QK0 = -5:00,America/New_York
QK1 = -5:00,America/New_York
QK2 = -5:00,America/New_York
QK3 = +12:00,Pacific/Auckland
QK4 = +1:00,Europe/Oslo
QK5 = +1:00,Europe/Oslo
QK6 = +1:00,Europe/Oslo
QK7 = -5:00,America/Montreal
QK8 = -5:00,America/Montreal
QK9 = -8:00,America/Vancouver
QL0 = -7:00,America/Edmonton
QL1 = -7:00,America/Edmonton
QL2 = -4:00,America/Halifax
QL3 = -7:00,America/Edmonton
QL4 = -5:00,America/Montreal
QL5 = -5:00,America/Montreal
QL6 = -5:00,America/Montreal
QL7 = -5:00,America/Montreal
QL8 = -5:00,America/Montreal
QL9 = -5:00,America/Montreal
QM0 = -6:00,America/Regina
QM1 = -5:00,America/Montreal
QM2 = -5:00,America/Montreal
QM3 = -5:00,America/Montreal
QM4 = -5:00,America/Montreal
QM5 = -5:00,America/Montreal
QM6 = -5:00,America/Montreal
QM7 = -5:00,America/Montreal
QM8 = -6:00,America/Winnipeg
QM9 = -8:00,America/Vancouver
QN0 = +1:00,Europe/Berlin
QN1 = -8:00,America/Los_Angeles
QN2 = +1:00,Europe/Brussels
QN3 = -6:00,America/Chicago
QN4 = -5:00,America/New_York
QN5 = +10:00,Australia/Melbourne
QN6 = +10:00,Australia/Melbourne
QN7 = +10:00,Australia/Melbourne
QN8 = +1:00,Europe/Budapest
QN9 = +1:00,Europe/Budapest
QO0 = +1:00,Europe/Budapest
QO1 = +1:00,Europe/Berlin
QO2 = +1:00,Europe/Rome
QO3 = +1:00,Europe/Madrid
QO4 = +1:00,Europe/Stockholm
QO5 = +1:00,Europe/Paris
QO6 = +1:00,Europe/Berlin
QO7 = +1:00,Europe/Zurich
QO8 = +1:00,Europe/Brussels
QO9 = +1:00,Europe/Copenhagen
QP0 = +1:00,Europe/Amsterdam
QP1 = -5:00,America/New_York
QP2 = -5:00,America/Montreal
QP3 = +7:00,Asia/Bangkok
QP4 = -5:00,America/New_York
QP5 = -5:00,America/New_York
QP6 = -5:00,America/New_York
QP7 = +1:00,Europe/Paris
QP8 = -8:00,America/Los_Angeles
QP9 = +1:00,Europe/Berlin
QQ0 = +1:00,Europe/Berlin
QQ1 = +1:00,Europe/Berlin
QQ2 = +1:00,Europe/Berlin
QQ3 = -7:00,America/Phoenix
QQ4 = -7:00,America/Phoenix
QQ5 = +1:00,Europe/Zagreb
QQ6 = -6:00,America/Chicago
QQ7 = -6:00,America/Chicago
QQ8 = +0:00,Europe/London
QQ9 = +0:00,Europe/London
QR0 = -5:00,America/New_York
QR1 = -5:00,America/New_York
QR2 = +1:00,Europe/Copenhagen
QR3 = +1:00,Europe/Vienna
QR4 = -5:00,America/New_York
QR5 = -5:00,America/New_York
QR6 = -5:00,America/New_York
QR7 = -5:00,America/New_York
QR8 = +1:00,Europe/Oslo
QR9 = +1:00,Europe/Oslo
QS0 = -5:00,America/New_York
QS1 = -5:00,America/New_York
QS2 = -5:00,America/New_York
QS3 = -6:00,America/Chicago
QS4 = -5:00,America/New_York
QS5 = -5:00,America/New_York
QS6 = -5:00,America/New_York
QS7 = -5:00,America/New_York
QS8 = -6:00,America/Chicago
QS9 = -8:00,America/Los_Angeles
QT0 = -6:00,America/Chicago
QT1 = -7:00,America/Phoenix
QT2 = -6:00,America/Chicago
QT3 = +1:00,Europe/Vienna
QT4 = +1:00,Europe/Vienna
QT5 = -6:00,America/Chicago
QT6 = -5:00,America/New_York
QT7 = -5:00,America/New_York
QT8 = -5:00,America/New_York
QT9 = -6:00,America/Chicago
QU0 = -6:00,America/Chicago
QU1 = -8:00,America/Los_Angeles
QU2 = -8:00,America/Los_Angeles
QU3 = +1:00,Europe/Amsterdam
QU4 = -5:00,America/New_York
QU5 = -5:00,America/New_York
QU6 = -6:00,America/Chicago
QU7 = -5:00,America/New_York
QU8 = -6:00,America/Chicago
QU9 = -5:00,America/New_York
QV0 = -6:00,America/Chicago
QV1 = -6:00,America/Chicago
QV2 = -5:00,America/New_York
QV3 = -5:00,America/New_York
QV4 = -5:00,America/New_York
QV5 = -5:00,America/New_York
QV6 = -6:00,America/Chicago
QV7 = -8:00,America/Los_Angeles
QV8 = -6:00,America/Chicago
QV9 = -5:00,America/New_York
QW0 = -8:00,America/Los_Angeles
QW1 = -6:00,America/Chicago
QW2 = -6:00,America/Chicago
QW3 = +1:00,Europe/Amsterdam
QW4 = +1:00,Europe/Amsterdam
QW5 = +0:00,Europe/London
QW6 = -6:00,America/Chicago
QW7 = +8:00,Asia/Singapore
QW8 = -5:00,America/New_York
QW9 = -6:00,America/Chicago
QX0 = +1:00,Europe/Berlin
QX1 = +1:00,Europe/Berlin
QX2 = +1:00,Europe/Berlin
QX3 = +1:00,Europe/Berlin
QX4 = +1:00,Europe/Berlin
QX5 = +1:00,Europe/Berlin
QX6 = +1:00,Europe/Berlin
QX7 = +1:00,Europe/Berlin
QX8 = +1:00,Europe/Berlin
QX9 = +1:00,Europe/Prague
QY0 = +1:00,Europe/Berlin
QY1 = +1:00,Europe/Berlin
QY2 = -6:00,America/Chicago
QY3 = -7:00,America/Phoenix
QY4 = -5:00,America/New_York
QY5 = -6:00,America/Chicago
QY6 = +1:00,Europe/Berlin
QY7 = -8:00,America/Los_Angeles
QY8 = +0:00,Europe/London
QY9 = +0:00,Europe/London
QZ0 = +0:00,Europe/London
QZ1 = +0:00,Europe/London
QZ2 = +0:00,Europe/London
QZ3 = +0:00,Europe/London
QZ4 = +0:00,Europe/London
QZ5 = +0:00,Europe/London
QZ6 = +0:00,Europe/London
QZ7 = +0:00,Europe/London
QZ8 = +0:00,Europe/London
QZ9 = +0:00,Europe/London
R00 = +1:00,Europe/Paris
R01 = +1:00,Europe/Paris
R02 = +1:00,Europe/Paris
R03 = +1:00,Europe/Paris
R04 = +1:00,Europe/Paris
R05 = +1:00,Europe/Paris
R06 = +1:00,Europe/Paris
R07 = +1:00,Europe/Paris
R08 = +1:00,Europe/Paris
R09 = +1:00,Europe/Paris
R10 = +1:00,Europe/Paris
R11 = +1:00,Europe/Paris
R12 = +1:00,Europe/Paris
R13 = +1:00,Europe/Paris
R14 = +1:00,Europe/Paris
R15 = +1:00,Europe/Paris
R16 = +1:00,Europe/Paris
R17 = +1:00,Europe/Paris
R18 = +1:00,Europe/Paris
R19 = +1:00,Europe/Paris
R20 = +1:00,Europe/Paris
R21 = +1:00,Europe/Paris
R22 = +1:00,Europe/Paris
R23 = +1:00,Europe/Paris
R24 = +1:00,Europe/Paris
R25 = +1:00,Europe/Paris
R26 = +1:00,Europe/Paris
R27 = +1:00,Europe/Paris
R28 = +1:00,Europe/Paris
R29 = +1:00,Europe/Paris
R30 = +1:00,Europe/Paris
R31 = +1:00,Europe/Paris
R32 = +1:00,Europe/Paris
R33 = +1:00,Europe/Paris
R34 = +1:00,Europe/Paris
R35 = +1:00,Europe/Paris
R36 = +1:00,Europe/Paris
R37 = +1:00,Europe/Paris
R38 = +1:00,Europe/Paris
R39 = +1:00,Europe/Paris
R40 = +1:00,Europe/Paris
R41 = +1:00,Europe/Paris
R42 = +1:00,Europe/Paris
R43 = +1:00,Europe/Paris
R44 = +0:00,Europe/London
R45 = +2:00,Europe/Athens
R46 = +1:00,Europe/Zagreb
R47 = +1:00,Europe/Zagreb
R48 = +1:00,Europe/Budapest
R49 = +1:00,Europe/Budapest
R50 = +1:00,Europe/Budapest
R51 = +1:00,Europe/Rome
R52 = +1:00,Europe/Rome
R53 = +1:00,Europe/Rome
R54 = +1:00,Europe/Rome
R55 = +1:00,Europe/Rome
R56 = +1:00,Europe/Rome
R57 = +1:00,Europe/Rome
R58 = +1:00,Europe/Rome
R59 = +1:00,Europe/Rome
R60 = +1:00,Europe/Rome
R61 = +1:00,Europe/Rome
R62 = +1:00,Europe/Rome
R63 = +1:00,Europe/Rome
R64 = +1:00,Europe/Rome
R65 = +1:00,Europe/Rome
R66 = +1:00,Europe/Rome
R67 = +1:00,Europe/Rome
R68 = +1:00,Europe/Rome
R69 = +1:00,Europe/Rome
R70 = +1:00,Europe/Rome
R71 = +1:00,Europe/Rome
R72 = +9:00,Asia/Tokyo
R73 = +9:00,Asia/Seoul
R74 = +1:00,Europe/Amsterdam
R75 = +1:00,Europe/Amsterdam
R76 = +1:00,Europe/Stockholm
R77 = +7:00,Asia/Bangkok
R78 = +1:00,Europe/Paris
R79 = +1:00,Europe/Paris
R80 = +1:00,Europe/Paris
R81 = +1:00,Europe/Paris
R82 = +1:00,Europe/Paris
R83 = +1:00,Europe/Berlin
R84 = +1:00,Europe/Berlin
R85 = +1:00,Europe/Berlin
R86 = +1:00,Europe/Paris
R87 = +1:00,Europe/Paris
R88 = +1:00,Europe/Paris
R89 = +1:00,Europe/Paris
R90 = +1:00,Europe/Paris
R91 = +1:00,Europe/Paris
R92 = +1:00,Europe/Paris
R93 = +1:00,Europe/Paris
R94 = +1:00,Europe/Paris
R95 = +1:00,Europe/Paris
R96 = +1:00,Europe/Paris
R97 = +1:00,Europe/Paris
R98 = +1:00,Europe/Paris
R99 = +1:00,Europe/Paris
RA0 = +10:00,Australia/Melbourne
RA1 = +0:00,Europe/London
RA2 = +0:00,Europe/London
RA3 = +0:00,Europe/London
RA4 = +0:00,Europe/London
RA5 = +0:00,Europe/London
RA6 = +0:00,Europe/London
RA7 = +0:00,Europe/London
RA8 = +0:00,Europe/London
RA9 = +0:00,Europe/London
RAC = -5:00,America/New_York
RAI = +1:00,Europe/Berlin
RAN = -6:00,America/Chicago
RAR = -5:00,America/New_York
RB0 = +10:00,Australia/Melbourne
RB1 = +1:00,Europe/Amsterdam
RB2 = +1:00,Europe/Paris
RB3 = +1:00,Europe/Amsterdam
RB4 = +1:00,Europe/Zurich
RB5 = +1:00,Europe/Vienna
RB6 = +1:00,Europe/Brussels
RB7 = +1:00,Europe/Brussels
RB8 = +2:00,Europe/Helsinki
RB9 = +2:00,Europe/Helsinki
RC0 = +10:00,Australia/Melbourne
RC1 = +2:00,Europe/Helsinki
RC2 = +2:00,Europe/Helsinki
RC3 = +2:00,Europe/Helsinki
RC4 = +2:00,Europe/Helsinki
RC5 = +2:00,Europe/Helsinki
RC6 = +2:00,Europe/Helsinki
RC7 = +1:00,Europe/Paris
RC8 = +1:00,Europe/Berlin
RC9 = +1:00,Europe/Brussels
RCC = -8:00,America/Los_Angeles
RCD = -6:00,America/Chicago
RCL = -5:00,America/Montreal
RCM = -5:00,America/Montreal
RCN = -5:00,America/Montreal
RCP = -5:00,America/Montreal
RCQ = -8:00,America/Vancouver
RCR = -5:00,America/Montreal
RCS = -6:00,America/Chicago
RCT = -6:00,America/Chicago
RCX = -5:00,America/New_York
RD0 = +1:00,Europe/Budapest
RD1 = +0:00,Europe/London
RD2 = +1:00,Europe/Brussels
RD3 = -5:00,America/New_York
RD4 = +10:00,Australia/Melbourne
RD5 = +2:00,Europe/Helsinki
RD6 = +0:00,Europe/London
RD7 = +0:00,Europe/London
RD8 = +1:00,Europe/Amsterdam
RD9 = +1:00,Europe/Amsterdam
RDS = -8:00,America/Los_Angeles
RDX = +10:00,Australia/Melbourne
RE0 = +10:00,Australia/Melbourne
RE1 = +1:00,Europe/Amsterdam
RE2 = +1:00,Europe/Amsterdam
RE3 = +1:00,Europe/Amsterdam
RE4 = +1:00,Europe/Amsterdam
RE5 = +1:00,Europe/Amsterdam
RE6 = +1:00,Europe/Amsterdam
RE7 = +1:00,Europe/Amsterdam
RE8 = +1:00,Europe/Amsterdam
RE9 = +1:00,Europe/Amsterdam
REG = -6:00,America/Chicago
REP = -5:00,America/New_York
RET = -5:00,America/New_York
REU = +1:00,Europe/Berlin
RF0 = +10:00,Australia/Melbourne
RF1 = +1:00,Europe/Amsterdam
RF2 = +1:00,Europe/Amsterdam
RF3 = +1:00,Europe/Amsterdam
RF4 = +1:00,Europe/Amsterdam
RF5 = +1:00,Europe/Amsterdam
RF6 = +1:00,Europe/Amsterdam
RF7 = +1:00,Europe/Amsterdam
RF8 = +1:00,Europe/Amsterdam
RF9 = +1:00,Europe/Amsterdam
RFR = -5:00,America/New_York
RG0 = +10:00,Australia/Melbourne
RG1 = +1:00,Europe/Amsterdam
RG2 = +1:00,Europe/Vienna
RG3 = +1:00,Europe/Vienna
RG4 = +1:00,Europe/Vienna
RG5 = +1:00,Europe/Vienna
RG6 = +1:00,Europe/Vienna
RG7 = +1:00,Europe/Vienna
RG8 = +1:00,Europe/Vienna
RG9 = +1:00,Europe/Vienna
RGR = -5:00,America/New_York
RH0 = +10:00,Australia/Melbourne
RH1 = +1:00,Europe/Vienna
RH2 = +1:00,Europe/Vienna
RH3 = +1:00,Europe/Vienna
RH4 = +1:00,Europe/Vienna
RH5 = +1:00,Europe/Vienna
RH6 = +1:00,Europe/Vienna
RH7 = +1:00,Europe/Vienna
RH8 = +1:00,Europe/Vienna
RH9 = +1:00,Europe/Vienna
RHE = -8:00,America/Los_Angeles
RHL = +0:00,Europe/London
RHT = -6:00,America/Chicago
RI0 = +10:00,Australia/Melbourne
RI1 = +1:00,Europe/Vienna
RI2 = +1:00,Europe/Vienna
RI3 = -5:00,America/Montreal
RI4 = -5:00,America/Montreal
RI5 = +1:00,Europe/Rome
RI6 = +1:00,Europe/Berlin
RI7 = +1:00,Europe/Berlin
RI8 = +1:00,Europe/Berlin
RI9 = +1:00,Europe/Vienna
RIC = -5:00,America/New_York
RIG = +2:00,Europe/Riga
RIO = -5:00,America/New_York
RJ0 = +10:00,Australia/Melbourne
RJ1 = +1:00,Europe/Copenhagen
RJ2 = +0:00,Europe/London
RJ3 = +0:00,Europe/London
RJ4 = +0:00,Europe/London
RJ5 = +0:00,Europe/London
RJ6 = +1:00,Europe/Paris
RJ7 = +1:00,Europe/Budapest
RJ8 = +1:00,Europe/Madrid
RJ9 = +0:00,Europe/Dublin
RK0 = +10:00,Australia/Melbourne
RK1 = +1:00,Europe/Warsaw
RK2 = +1:00,Europe/Prague
RK3 = +8:00,Asia/Hong_Kong
RK4 = +8:00,Asia/Shanghai
RK5 = +8:00,Asia/Singapore
RK6 = +5:30,Asia/Calcutta
RK7 = -5:00,America/New_York
RK8 = -5:00,America/New_York
RK9 = -3:00,America/Sao_Paulo
RKT = -6:00,America/Chicago
RL0 = +3:00,Europe/Moscow
RL1 = +3:00,Europe/Moscow
RL2 = +0:00,Europe/Lisbon
RL3 = +2:00,Europe/Nicosia
RL4 = +1:00,Europe/Zurich
RL5 = +9:00,Asia/Tokyo
RL6 = +2:00,Europe/Athens
RL7 = -6:00,America/Chicago
RL8 = +2:00,Europe/Helsinki
RLA = -5:00,America/New_York
RLB = -7:00,America/Denver
RLD = -5:00,America/New_York
RLE = -5:00,America/New_York
RLF = -5:00,America/New_York
RLG = -5:00,America/New_York
RLH = -8:00,America/Los_Angeles
RLJ = -5:00,America/New_York
RLK = -5:00,America/New_York
RLL = -6:00,America/Chicago
RLM = -6:00,America/Chicago
RLN = -7:00,America/Denver
RLO = -5:00,America/New_York
RLP = -8:00,America/Los_Angeles
RLQ = -6:00,America/Chicago
RLR = -8:00,America/Los_Angeles
RLS = -5:00,America/New_York
RLT = -5:00,America/New_York
RLU = -5:00,America/New_York
RLV = -5:00,America/New_York
RLW = -5:00,America/New_York
RLX = -5:00,America/New_York
RM0 = +10:00,Australia/Melbourne
RM1 = +1:00,Europe/Warsaw
RM2 = +1:00,Europe/Copenhagen
RM3 = +2:00,Europe/Kiev
RM4 = +1:00,Europe/Berlin
RM5 = +1:00,Europe/Berlin
RM6 = +1:00,Europe/Madrid
RM7 = -5:00,America/New_York
RM8 = +10:00,Australia/Melbourne
RM9 = +0:00,Europe/London
RMI = -6:00,America/Chicago
RML = +1:00,Europe/Rome
RMS = +1:00,Europe/Paris
RN0 = -5:00,America/New_York
RN1 = +8:00,Asia/Shanghai
RN2 = +10:00,Australia/Melbourne
RN3 = +2:00,Europe/Helsinki
RN4 = +2:00,Europe/Helsinki
RN5 = +2:00,Europe/Helsinki
RN6 = -8:00,America/Los_Angeles
RN7 = -5:00,America/New_York
RN8 = -6:00,America/Chicago
RN9 = -5:00,America/New_York
RNX = +10:00,Australia/Melbourne
RO0 = +0:00,Europe/London
RO1 = +0:00,Europe/London
RO2 = +2:00,Europe/Helsinki
RO3 = +1:00,Europe/Amsterdam
RO4 = +1:00,Europe/Amsterdam
RO5 = +1:00,Europe/Amsterdam
RO6 = +1:00,Europe/Vienna
RO7 = +1:00,Europe/Vienna
RO8 = +1:00,Europe/Berlin
RO9 = +1:00,Europe/Bratislava
ROA = +1:00,Europe/Berlin
ROB = +2:00,Europe/Bucharest
ROC = +2:00,Europe/Bucharest
ROD = +2:00,Europe/Bucharest
ROR = -5:00,America/New_York
RP0 = +1:00,Europe/Madrid
RP1 = +1:00,Europe/Warsaw
RP2 = +0:00,Europe/London
RP3 = +0:00,Europe/London
RP4 = +0:00,Europe/London
RP5 = +0:00,Europe/London
RP6 = +0:00,Europe/London
RP7 = +0:00,Europe/London
RP8 = -6:00,America/Chicago
RP9 = -5:00,America/New_York
RPA = -5:00,America/New_York
RPK = -5:00,America/New_York
RPL = -5:00,America/New_York
RPX = +10:00,Australia/Melbourne
RQ0 = +3:00,Europe/Moscow
RQ1 = -5:00,America/New_York
RQ2 = +0:00,Europe/London
RQ3 = +0:00,Europe/Dublin
RQ4 = +0:00,Europe/Dublin
RQ5 = -6:00,America/Mexico_City
RQ6 = -6:00,America/Mexico_City
RQ7 = +0:00,Europe/London
RQ8 = +0:00,Europe/London
RQ9 = +0:00,Europe/London
RR0 = +0:00,Europe/London
RR1 = +0:00,Europe/London
RR2 = +0:00,Europe/London
RR3 = +0:00,Europe/London
RR4 = +0:00,Europe/London
RR5 = +0:00,Europe/London
RR6 = +0:00,Europe/London
RR7 = +1:00,Europe/Berlin
RR8 = +1:00,Europe/Warsaw
RR9 = +1:00,Europe/Warsaw
RS0 = +1:00,Europe/Warsaw
RS1 = +1:00,Europe/Warsaw
RS2 = +1:00,Europe/Warsaw
RS3 = +1:00,Europe/Warsaw
RS4 = +1:00,Europe/Warsaw
RS5 = +1:00,Europe/Warsaw
RS6 = +1:00,Europe/Warsaw
RS7 = +1:00,Europe/Warsaw
RS8 = +0:00,Europe/London
RS9 = +1:00,Europe/Madrid
RSA = -5:00,America/New_York
RSB = -6:00,America/Chicago
RSR = -6:00,America/Chicago
RST = -6:00,America/Chicago
RSX = -5:00,America/New_York
RT0 = -7:00,America/Denver
RT1 = -6:00,America/Chicago
RT2 = -7:00,America/Phoenix
RT3 = -8:00,America/Los_Angeles
RT4 = -8:00,America/Los_Angeles
RT5 = -8:00,America/Los_Angeles
RT6 = -8:00,America/Los_Angeles
RT7 = -8:00,America/Los_Angeles
RT8 = -8:00,America/Los_Angeles
RT9 = -8:00,America/Los_Angeles
RTA = -5:00,America/New_York
RTB = -5:00,America/New_York
RTC = -5:00,America/New_York
RTD = -5:00,America/New_York
RTE = -5:00,America/New_York
RTF = -5:00,America/New_York
RTG = -5:00,America/New_York
RTH = -5:00,America/New_York
RTI = -5:00,America/New_York
RTJ = -5:00,America/New_York
RTK = -7:00,America/Denver
RTL = -7:00,America/Denver
RTM = -5:00,America/New_York
RTO = -5:00,America/New_York
RTQ = -5:00,America/New_York
RTR = -6:00,America/Chicago
RTS = -5:00,America/New_York
RTT = -5:00,America/New_York
RTU = -6:00,America/Chicago
RTV = -6:00,America/Chicago
RTW = -5:00,America/New_York
RTX = -5:00,America/New_York
RTY = -6:00,America/Chicago
RTZ = -6:00,America/Chicago
RU0 = +1:00,Europe/Madrid
RU1 = +1:00,Europe/Madrid
RU2 = -6:00,America/Mexico_City
RU3 = -6:00,America/Mexico_City
RU4 = +1:00,Europe/Berlin
RU5 = -7:00,America/Edmonton
RU6 = -6:00,America/Chicago
RU7 = +1:00,Europe/Vienna
RU8 = +1:00,Europe/Zurich
RU9 = -6:00,America/Chicago
RUB = +1:00,Europe/Zurich
RUF = +3:00,Europe/Moscow
RUH = +3:00,Europe/Moscow
RV0 = +1:00,Europe/Copenhagen
RV1 = +1:00,Europe/Copenhagen
RV2 = +1:00,Europe/Copenhagen
RV3 = +4:00,Asia/Dubai
RV4 = +4:00,Asia/Dubai
RV5 = -3:00,America/Buenos_Aires
RV6 = +10:00,Australia/Melbourne
RV7 = +10:00,Australia/Melbourne
RV8 = +1:00,Europe/Brussels
RV9 = -5:00,America/Montreal
RVA = -5:00,America/New_York
RW0 = +0:00,Africa/Abidjan
RW1 = +8:00,Asia/Shanghai
RW2 = +2:00,Europe/Nicosia
RW3 = +1:00,Europe/Prague
RW4 = +1:00,Europe/Prague
RW5 = +1:00,Europe/Berlin
RW6 = +1:00,Europe/Berlin
RW7 = +1:00,Europe/Berlin
RW8 = +1:00,Europe/Berlin
RW9 = +1:00,Europe/Berlin
RWA = -8:00,America/Los_Angeles
RWL = -5:00,America/New_York
RX0 = +1:00,Europe/Berlin
RX1 = +1:00,Europe/Berlin
RX2 = +1:00,Europe/Berlin
RX3 = +1:00,Europe/Berlin
RX4 = +1:00,Europe/Copenhagen
RX5 = +2:00,Africa/Cairo
RX6 = +2:00,Africa/Cairo
RX7 = +2:00,Africa/Cairo
RX8 = +1:00,Europe/Madrid
RX9 = +1:00,Europe/Madrid
RY0 = +1:00,Europe/Madrid
RY1 = +1:00,Europe/Madrid
RY2 = +1:00,Europe/Madrid
RY3 = +1:00,Europe/Madrid
RY4 = +1:00,Europe/Madrid
RY5 = +2:00,Europe/Helsinki
RY6 = +1:00,Europe/Paris
RY7 = +1:00,Europe/Paris
RY8 = +1:00,Europe/Paris
RY9 = +1:00,Europe/Paris
RZ0 = +1:00,Europe/Paris
RZ1 = +1:00,Europe/Paris
RZ2 = +1:00,Europe/Paris
RZ3 = +1:00,Europe/Paris
RZ4 = +1:00,Europe/Paris
RZ5 = +1:00,Europe/Paris
RZ6 = +1:00,Europe/Paris
RZ7 = +1:00,Europe/Paris
RZ8 = +1:00,Europe/Paris
RZ9 = +1:00,Europe/Paris
RZX = +10:00,Australia/Melbourne
S00 = -5:00,America/New_York
S01 = -5:00,America/New_York
S02 = -5:00,America/New_York
S03 = -5:00,America/New_York
S04 = -5:00,America/New_York
S05 = -5:00,America/New_York
S06 = -5:00,America/New_York
S07 = -6:00,America/Chicago
S08 = +1:00,Europe/Paris
S09 = +1:00,Europe/Paris
S10 = +1:00,Europe/Paris
S11 = +1:00,Europe/Paris
S12 = +1:00,Europe/Paris
S13 = +1:00,Europe/Paris
S14 = +1:00,Europe/Paris
S15 = +1:00,Europe/Paris
S16 = +1:00,Europe/Paris
S17 = +1:00,Europe/Paris
S18 = +1:00,Europe/Paris
S19 = +1:00,Europe/Paris
S20 = +1:00,Europe/Paris
S21 = +1:00,Europe/Paris
S22 = +1:00,Europe/Paris
S23 = +1:00,Europe/Paris
S24 = +1:00,Europe/Paris
S25 = +1:00,Europe/Paris
S26 = +1:00,Europe/Paris
S27 = +1:00,Europe/Paris
S28 = +1:00,Europe/Paris
S29 = +1:00,Europe/Paris
S30 = +1:00,Europe/Paris
S31 = +1:00,Europe/Paris
S32 = +1:00,Europe/Paris
S33 = +1:00,Europe/Paris
S34 = +1:00,Europe/Paris
S35 = +1:00,Europe/Paris
S36 = +1:00,Europe/Paris
S37 = +1:00,Europe/Paris
S38 = +1:00,Europe/Paris
S39 = +1:00,Europe/Paris
S40 = +1:00,Europe/Paris
S41 = +1:00,Europe/Paris
S42 = +1:00,Europe/Paris
S43 = +1:00,Europe/Paris
S44 = +1:00,Europe/Paris
S45 = +1:00,Europe/Paris
S46 = +1:00,Europe/Paris
S47 = +1:00,Europe/Paris
S48 = +1:00,Europe/Paris
S49 = +1:00,Europe/Paris
S50 = +1:00,Europe/Paris
S51 = +1:00,Europe/Paris
S52 = +1:00,Europe/Paris
S53 = +1:00,Europe/Paris
S54 = +1:00,Europe/Paris
S55 = +1:00,Europe/Paris
S56 = +1:00,Europe/Paris
S57 = +1:00,Europe/Paris
S58 = +1:00,Europe/Paris
S59 = +1:00,Europe/Vienna
S60 = +1:00,Europe/Vienna
S61 = +1:00,Europe/Vienna
S62 = +12:00,Pacific/Auckland
S63 = +10:00,Australia/Brisbane
S64 = +12:00,Pacific/Auckland
S65 = +1:00,Europe/Brussels
S66 = +1:00,Europe/Brussels
S67 = -4:00,America/Halifax
S68 = -5:00,America/Montreal
S69 = -6:00,America/Regina
S70 = -5:00,America/Montreal
S71 = -8:00,America/Vancouver
S72 = +1:00,Europe/Zurich
S73 = +8:00,Asia/Shanghai
S74 = +8:00,Asia/Shanghai
S75 = +1:00,Europe/Prague
S76 = +1:00,Europe/Prague
S77 = +1:00,Europe/Prague
S78 = +1:00,Europe/Prague
S79 = +1:00,Europe/Prague
S80 = +1:00,Europe/Berlin
S81 = +1:00,Europe/Berlin
S82 = +1:00,Europe/Berlin
S83 = +1:00,Europe/Berlin
S84 = +1:00,Europe/Berlin
S85 = +1:00,Europe/Berlin
S86 = +1:00,Europe/Berlin
S87 = +1:00,Europe/Berlin
S88 = +1:00,Europe/Berlin
S89 = +1:00,Europe/Berlin
S90 = +1:00,Europe/Berlin
